Info 0    [20:52:55.390] Starting TS Server
Info 455  [21:3:57.420] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 456  [21:3:57.421] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 55 structureChanged: false Elapsed: 1.5751019977033138ms
Info 457  [21:3:57.422] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 458  [21:4:12.653] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 459  [21:4:12.655] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 56 structureChanged: false Elapsed: 2.24753599986434ms
Info 460  [21:4:12.655] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 461  [21:4:12.876] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 462  [21:4:12.879] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 57 structureChanged: false Elapsed: 2.666237998753786ms
Info 463  [21:4:12.879] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 464  [21:4:14.282] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 465  [21:4:14.283] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 58 structureChanged: false Elapsed: 1.2656360007822514ms
Info 466  [21:4:14.283] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 467  [21:4:14.531] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 468  [21:4:14.532] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 59 structureChanged: false Elapsed: 1.3910930007696152ms
Info 469  [21:4:14.532] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 470  [21:4:15.947] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 471  [21:4:15.948] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 60 structureChanged: false Elapsed: 1.6558649986982346ms
Info 472  [21:4:15.948] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 473  [21:4:16.707] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 474  [21:4:16.710] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 61 structureChanged: false Elapsed: 2.539137002080679ms
Info 475  [21:4:16.710] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 476  [21:4:17.251] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 477  [21:4:17.254] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 62 structureChanged: false Elapsed: 2.204042997211218ms
Info 478  [21:4:17.254] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 479  [21:4:18.322] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 480  [21:4:18.325] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 63 structureChanged: false Elapsed: 2.576899003237486ms
Info 481  [21:4:18.325] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 482  [21:4:19.731] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 483  [21:4:19.733] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 64 structureChanged: false Elapsed: 1.9921419993042946ms
Info 484  [21:4:19.733] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 485  [21:4:28.774] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 486  [21:4:28.775] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 65 structureChanged: false Elapsed: 1.3106919974088669ms
Info 487  [21:4:28.775] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 488  [21:4:29.37] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 489  [21:4:29.40] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 66 structureChanged: false Elapsed: 3.0339640006422997ms
Info 490  [21:4:29.40] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 491  [21:4:29.277] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 492  [21:4:29.279] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 67 structureChanged: false Elapsed: 2.055571999400854ms
Info 493  [21:4:29.279] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 494  [21:4:30.442] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 495  [21:4:30.444] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 68 structureChanged: false Elapsed: 1.7361569963395596ms
Info 496  [21:4:30.444] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 497  [21:4:30.903] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 498  [21:4:30.904] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 69 structureChanged: false Elapsed: 1.7116000019013882ms
Info 499  [21:4:30.904] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 500  [21:4:31.147] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 501  [21:4:31.149] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 70 structureChanged: false Elapsed: 2.1947650015354156ms
Info 502  [21:4:31.149] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 503  [21:4:31.619] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 504  [21:4:31.621] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 71 structureChanged: false Elapsed: 2.133779998868704ms
Info 505  [21:4:31.621] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 506  [21:4:36.542] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 507  [21:4:36.544] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 72 structureChanged: false Elapsed: 1.7975229993462563ms
Info 508  [21:4:36.544] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 509  [21:4:42.164] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 510  [21:4:42.165] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 73 structureChanged: false Elapsed: 1.4588520005345345ms
Info 511  [21:4:42.165] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 512  [21:4:42.642] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 513  [21:4:42.644] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 74 structureChanged: false Elapsed: 1.5509659983217716ms
Info 514  [21:4:42.644] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 515  [21:4:45.22] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 516  [21:4:45.24] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 75 structureChanged: false Elapsed: 2.874361999332905ms
Info 517  [21:4:45.25] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 518  [21:4:45.907] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 519  [21:4:45.909] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 76 structureChanged: false Elapsed: 1.6019130013883114ms
Info 520  [21:4:45.909] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 521  [21:4:46.571] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 522  [21:4:46.573] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 77 structureChanged: false Elapsed: 2.3806769996881485ms
Info 523  [21:4:46.574] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 524  [21:4:47.307] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 525  [21:4:47.309] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 78 structureChanged: false Elapsed: 1.7504540011286736ms
Info 526  [21:4:47.309] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 527  [21:4:47.562] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 528  [21:4:47.564] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 79 structureChanged: false Elapsed: 1.2741219997406006ms
Info 529  [21:4:47.564] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 530  [21:4:54.214] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 531  [21:4:54.215] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 80 structureChanged: false Elapsed: 1.2892509996891022ms
Info 532  [21:4:54.215] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 533  [21:4:54.868] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 534  [21:4:54.871] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 81 structureChanged: false Elapsed: 2.900111000984907ms
Info 535  [21:4:54.871] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 536  [21:19:12.13] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 537  [21:19:12.14] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 82 structureChanged: false Elapsed: 1.5307129994034767ms
Info 538  [21:19:12.14] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 539  [21:22:4.344] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 540  [21:22:4.345] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 83 structureChanged: false Elapsed: 1.229118999093771ms
Info 541  [21:22:4.345] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 542  [21:22:4.818] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 543  [21:22:4.820] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 84 structureChanged: false Elapsed: 1.3849250003695488ms
Info 544  [21:22:4.820] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 545  [21:22:16.857] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 546  [21:22:16.858] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 85 structureChanged: false Elapsed: 1.2015170007944107ms
Info 547  [21:22:16.858] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 548  [21:22:17.817] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 549  [21:22:17.819] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 86 structureChanged: false Elapsed: 1.678031001240015ms
Info 550  [21:22:17.819] Different program with same set of files:: oldProgram.structureIsReused:: 2
